Index,Correlation Coefficient,Genes
6146,0.07846306690513322,FAM98A
10789,0.07842013178925784,MGAT4A
5576,0.07841759445727951,ENTPD8
8099,0.07841599428168101,HSPB9
6981,0.07841179372545706,DFNB15
18099,0.07841144437476281,TOE1
1944,0.0783884382839321,GDPGP1
7418,0.07837507430993038,GRPR
6539,0.07836432964699094,FNIP2
8338,0.07834171889208058,IL36A
14019,0.07833100985108774,PRPF6
534,0.07832257886816349,ALDH1A3
3343,0.07831886397750125,CD40LG
9488,0.07831112006441762,LILRA3
3264,0.07831026157388794,CCNY
7190,0.07830391075887581,GP9
6572,0.07829920654483544,FKHL4
6861,0.0782768976806761,GCA
6184,0.07827215656064188,FAT4
15854,0.07826299153336208,SHKBP1
13632,0.07825243157263433,POLR2B
5882,0.07824905764421461,FAM133B
1923,0.07818689644452667,NPAP1
10841,0.0781784112739071,MICA
2705,0.0781747902884664,C8G
17910,0.07817386025593229,TMEM39A
15240,0.07816542673793563,RSRC2
15210,0.07816299436395177,RRP12
14325,0.07815695029271011,PYGM
6360,0.07815227347042421,FGFBP3
4412,0.07813199708438914,CTSS
15861,0.07812678779882089,SHPRH
3155,0.07812379087448172,CCDC62
7298,0.07811434379787993,GPR37
5577,0.07811367333891518,ENY2
2949,0.07810537852529904,CAPNS2
1840,0.07809781699120497,LACC1
3559,0.07806481634515375,CELSR2
16534,0.0780361000337773,SNORA8
14878,0.07803044089143875,RMI1
2256,0.07799160808387864,RP4-622L5
6898,0.07795658125739248,GDF5
19732,0.07792750204116483,ZNF414
4032,0.07792711370603908,COL20A1
338,0.07789087113708565,ADCYAP1R1
325,0.07788218986295456,ADCK2
15942,0.07787291106280558,SBBI42
19590,0.0778572939170154,ZNF18
7520,0.07785093419528581,GUSBP4
15177,0.07783262194269618,RPS6KL1
12641,0.07782519164701618,OSBPL3
8655,0.07782089829255727,JRKL
4543,0.07781365151211789,CYP27C1
11809,0.0777983009270636,NKX2-2
10714,0.07779393870713419,C2orf4
8241,0.07777030600562856,IFT20
18402,0.07776228538197753,TSNAX-DISC1
12182,0.0777510209717688,OCA2
2652,0.07774501305993214,C6orf89
10371,0.07774277487548546,MACC1
18248,0.07773885556893224,TRIL
9009,0.07773582119291439,KIF3A
5023,0.07773038294843865,DNAJB13
18072,0.07772976113133885,TNMD
19813,0.07769912947645088,ZNF527
15260,0.07769634669666776,RTP3
5698,0.0776577421683655,ESYT2
11680,0.07765699168638895,NEK5
1338,0.07765244522552003,B3GNT9
11012,0.07764792664602631,MPPE1
9076,0.07764073013023912,KLHL11
6411,0.07761375251451332,FKBP5
18750,0.07758959005661024,UGT1A9
10636,0.0775863498996445,MCOLN3
18059,0.07757410749459297,TNFSF4
12866,0.07755876276171424,PAX8
10939,0.07754104354591976,MMP8
2893,0.07754031307040592,CALD1
699,0.07752545414451106,ANKRD27
15044,0.07751585828380396,RPGRIP1L
13094,0.07750025852636488,LU1
7638,0.07749878334313244,HCRTR1
16753,0.07749686267304262,SPG21
14812,0.07748534853064441,RHEB
9295,0.07747257419230061,L3MBTL3
8316,0.07746220271422698,IL15
3976,0.07743922867751332,CNOT7
14597,0.07743070443139818,RBM25
21,0.07742776390810713,LOC594835
12235,0.07740506083777733,ONECUT1
6943,0.07740338128948852,GGN
13386,0.07736270292014988,PKNOX1
10755,0.0773563746941061,MEX3B
12898,0.0773528675451274,PCDH8
9993,0.07732441591123666,SCGB1B2P
17346,0.07732143072409874,TBC1D3C
5380,0.07731749878098378,EFR3B
8303,0.07731592001931503,IL10RA
2347,0.07730728377859938,LINC00310
11287,0.07726963131851698,MYADML2
305,0.07726946222999587,ADAMTS5
10053,0.07725244345562328,PCAT18
18082,0.07723506982164399,TNN
8626,0.07720161455635353,JAG1
3515,0.07718832089697214,CDX1
6610,0.07718366798501847,FRAT2
1961,0.0771724764731332,SPATA33
19658,0.07717033766104706,ZNF283
11375,0.07716912716288118,MYOF
11532,0.07716156944433147,NCOR1
6643,0.07715915983347035,SPRYD1
5471,0.07714241552189248,EIF6
4392,0.07713767840018809,CTPS2
17652,0.07712609649624351,TIMM8A
18741,0.07708999042875529,UGP2
14153,0.07708182797052368,PSMD5
13472,0.07707976647913876,PLEKHG2
15803,0.07707805214705818,SH2D5
7412,0.07705250030723584,GRM6
3817,0.07705113708081228,CLCNKB
1358,0.07704909427569762,BACH2
15941,0.07704753920076965,SLAMF7
11435,0.07703923146741314,NAIP
5849,0.07703779781387853,C22orf8
889,0.07703514338399452,AQP7P3
9992,0.0770241113618828,CCDC168
742,0.07702388854218636,ANLN
2267,0.07700931007693242,DKFZP434A1114
5897,0.0769884965034669,FAM13C
538,0.07698579296378712,ALDH2
3055,0.07697997221033825,CCDC102B
3194,0.07697988674601056,CCDC91
15347,0.07695029167361224,DKFZP434H0350
15703,0.07693944225022503,SCAR1
7572,0.0768992759960471,HAMP
11947,0.07689782927667545,NPL
959,0.07689467792205566,ARHGEF16
11752,0.07686233519059707,NGFR
4003,0.07683597744781198,CNTNAP5
8074,0.07681114439296448,HSP90AB4P
6990,0.07678665751728926,GJA4
99,0.07678502852770654,ABCF2
6136,0.07677270268276484,FAM8A1
18874,0.07676445377964815,USP3
1076,0.07675388394296498,ASAP1-IT1
6676,0.07674794679705806,FUT11
14083,0.07674326263146275,PRSS8
411,0.07666997855744291,AGAP6
9085,0.07665618997828356,KLHL21
92,0.0766498383834607,ABCC9
16376,0.07662925931780412,SMEK2
19084,0.07660730055911483,ABHD11-AS1
5052,0.0765803359265837,DNAJC2
3265,0.0765666970386481,KIAA1254
9548,0.07650597936537758,LMBR1
15256,0.07650494793071655,RTN4R
12734,0.07649693659068792,PABPC1P2
10885,0.07647843434312149,MLF1
17948,0.0764413763736289,TMEM70
5674,0.07643514136766931,ERP27
1109,0.07642993482700149,ASGR2
2802,0.0763885988120942,GLIS3-AS1
969,0.07636972135217883,ARHGEF3
10749,0.0763612748133401,METTL7A
16259,0.07635517925626241,SLC6A20
5386,0.07634786322161503,EGFL8
13144,0.076337652324806,PEX6
6710,0.07632522715517914,FZD8
12370,0.0763189808735439,OR2L13
14055,0.07631021366314288,PRRT1
9833,0.07630114961334762,LINC00698
15816,0.07629854991982035,SH3D20
2953,0.07628177441727164,CAPSL
245,0.07628111099614165,ACTR3B
3290,0.0762728400213959,CD101
10784,0.07626559789789408,MFSD9
17527,0.07624690971578918,TFAP4
12110,0.07624174877763853,NUDT8
11891,0.07623295756003184,NOMO1
13989,0.07622247223571252,FOXN3-AS2
1758,0.07622012455066647,MSANTD2
17341,0.07621898666134108,TBC1D28
15920,0.07621355300339629,SIX4
424,0.07620150627638744,AGK
17622,0.07619424664277924,THYN1
2324,0.07618491310640403,UMODL1-AS1
8270,0.07618390303733936,IGFL1
13302,0.07618168790426068,PIGX
5660,0.07618108485416103,ERI1
11669,0.07616890833051951,NEFM
20096,0.07616718578348472,ZSCAN23
1025,0.07610970827384371,ARMCX2
18809,0.07609299913407287,UPK3A
19407,0.0760767301525945,WWS
12657,0.07607514215119278,OSR2
3560,0.07606798123156103,CELSR3
7818,0.07605956707169739,HIST1H4J
13137,0.07605374698798421,PEX19
9894,0.07604927380428142,LOC388242
19642,0.07603434831132506,ZNF266
15500,0.07602835751754614,SCYL3
5325,0.07602638603248604,EDC3
14970,0.07599326209594458,OBI1
3764,0.07595170631086443,CIB1
3224,0.07595039395203268,CCL27
4719,0.07593423549470735,DDHD2
6139,0.07591518700570686,FAM91A1
13175,0.07590830771635598,PGBD1
14700,0.0759071208903467,RENBP
6806,0.07590459128839533,GANAB
661,0.07589619612699812,ANGPTL7
15496,0.07589317396645597,SCUBE3
12198,0.07588773693728977,ODF3L2
6120,0.07588371046694711,FAM83B
14868,0.0758710959910543,RIPPLY2
4314,0.0758632717325917,CSNK1G1
9195,0.0758462834807323,KRT5
416,0.07584561742738923,AGBL2
2506,0.0758447949464413,C4orf19
12060,0.07583447876851114,NTF3
10918,0.07580914496888166,MMP11
544,0.07580891713323147,ALDH5A1
7457,0.07580696935739242,GSTT1
9129,0.07579802755091036,KLRC1
8196,0.0757694342520834,IFI27
17850,0.07574278763871943,TMEM186
10127,0.07573109434943727,LPAR5
17060,0.07570014761426475,STX17
18924,0.07569639475572212,VANGL1
3387,0.07569170892887203,CDC14C
8025,0.07569058886697022,HS1BP3
10763,0.07566358378176237,MFAP5
17251,0.07564236132691231,TAF4B
13044,0.07563521477332248,PDE9A
17757,0.07563307969567717,TMEM104
4603,0.07562149742436587,DAAM2
3951,0.0756039110582258,ACHM2
14307,0.0756019444311762,PWRN2
2231,0.07559267590527022,C1orf52
3739,0.07558666862923133,CHRNE
5586,0.07557889034985979,EPB41L4A
764,0.0755727930565897,ANXA11
19671,0.07555827252040569,ZNF304
9741,0.07555610946069799,LOC150776
1916,0.07555240246745872,HMGN2P46
7307,0.0755449764777746,ADGRG1
15248,0.07554196357792603,RTKN
14565,0.07553085816180076,RAVER1
9134,0.07550277124787091,KLRF1
7094,0.07550194214493171,GNAI1
3816,0.07549904670575787,CLCNKA
16363,0.07549777129523813,SMC1B
1332,0.07547416199038187,B3GNT3
10378,0.07544453570512971,MAD2L2
11773,0.07544121872537461,NID2
13509,0.07542148253316858,PLOD3
16021,0.07541720588257805,BWSCR1B
6307,0.07541574016468411,FEM1B
10237,0.07540850464238523,LRRC56
1844,0.0754008851149887,SERTM1
13956,0.07537923724882996,PRKCQ
2836,0.07537660686599003,CA9
2279,0.07537549269937635,C20orf141
417,0.07537223058781271,AGBL3
13719,0.07537079870111929,PPAPDC2
19946,0.07534755990135503,ZNF697
657,0.0753269325227697,ANGPTL3
5099,0.07531693812605883,DOCK6
17720,0.07529156191519298,TMBIM4
12688,0.07528938397973466,OVCA2
18186,0.07528340396773901,TPST2
9321,0.07527848541845167,LAMP2
19644,0.0752742216299735,ZNF268
5498,0.07527190716136944,ELN
17964,0.07526004300617341,TMEM89
5759,0.07525540048818813,EXTL1
3486,0.07524486509251592,CDKL3
9006,0.07521819463668263,KIF2A
19245,0.07521294582049824,XAGE3
10573,0.07521082377097112,MAX
11254,0.07519797920786546,MUC17
10534,0.0751715924873175,MARCH2
7898,0.07512169757538514,HMMR
17591,0.07510740579974085,THBS4
16179,0.07510495174915288,SLC38A2
8528,0.07509885974221696,IRF9
15239,0.07509155266869456,RSRC1
19559,0.07508193210671937,ZNF134
17365,0.07506774416677245,TBCK
5004,0.07506629005259284,DNAH12
7695,0.07505155044865723,HERC1
9675,0.075049029393144,LOC100240726
18252,0.07504383100009124,TRIM14
8710,0.07504098264388226,KCNC4
13318,0.07503114261002422,PIK3R2
3641,0.0750263351540064,CGB7
5966,0.07502479652418137,FAM184B
9016,0.07502432376017162,KIF5C
18610,0.07500291996704347,TYW1
4731,0.07499560155927433,DDTL
7432,0.07498054536713733,GSG1
17174,0.07494865404954014,SYNGR3
7163,0.07494166229232892,GOLGA8C
14147,0.0749223054480718,PSMD13
17112,0.07489007837516445,SUMO3
1471,0.0748868532588847,BDNF
10866,0.0748793123590887,WS2A
903,0.07485476428534844,ARF3
8216,0.07484043860477037,IFNA14
17991,0.07483694808185418,TMPRSS11BNL
17421,0.0748197063218718,TCF23
14220,0.07481426948988525,PTK7
2174,0.07481385833506478,SZRD1
18393,0.07481007644353435,TSHR
2993,0.07480376418067708,CASP7
11757,0.0747847108498709,SLC9B2
14490,0.0747656093370264,RAMP1
17878,0.07474167817283467,SLC35G1
6092,0.0747398776809872,FAM71E2
10273,0.07473261468994025,DFNB63
19995,0.074716123228101,ZNF773
6900,0.0746900329603415,GDF7
2730,0.07466723742150633,LINC00588
9383,0.07463648257241255,LCN12
356,0.07461800331886488,ADIPOR2
16312,0.07459803620494802,SLFN11
14398,0.0745879568409856,RAB3C
2980,0.07458264315939903,CASD1
11812,0.07457003037944435,NKX2-5
9239,0.07456571040714338,KRTAP13-2
5932,0.07456302745535721,FAM167B
5777,0.07455156766603288,F2RL2
6592,0.07454940713400836,FOXO4
7841,0.0745265562852323,HKDC1
6553,0.07452283333545977,FOXA2
3719,0.07450570930227833,CHRFAM7A
12573,0.07450567458516795,OR6W1P
19124,0.07450350536493727,WDR53
9684,0.07450298326918545,LOC100271832
1498,0.07450271918447487,BGN
11016,0.07449133366540484,MPST
12014,0.07448910961098291,NRIP1
7757,0.0744839809987899,HINT2
9033,0.0744812569680021,KIR3DP1
1816,0.07446155769763102,LINC01465
13801,0.07443501835576066,PPP1R2P9
7945,0.07442800099382041,HORMAD2
18865,0.07442730894682997,USP31
1800,0.07442673855037889,ATG101
14381,0.07442540019793024,RAB28
6739,0.07442412731747348,GABRA5
1248,0.07442410578897055,ATP6V1B1
19074,0.07441456730232904,WBP11P1
4523,0.07441250333621353,CYLC1
89,0.07436757468162396,ABCC6P2
17062,0.07435818411342095,STX19
6282,0.07431763684274861,FCGRT
16114,0.07430805249701056,SLC2A12
9905,0.07430182490392986,RBAKDN
17106,0.07429458559368253,SUMF1
4331,0.07427774611083904,CSRP3
8915,0.07426712705464376,KIAA1161
4688,0.07426020683099097,SCIDA
13623,0.07425187716404702,POLM
15037,0.07424557223485917,RPAP1
16118,0.0742397866098466,SLC2A2
2600,0.07422457317722268,PXDC1
19276,0.07422043163945426,XPR1
11599,0.07420527045500692,MAGEG1
5117,0.07420498309387977,DOT1L
19742,0.07420343371536445,ZNF426
18184,0.07419885039459534,TPSG1
9975,0.0741765611608157,ANGPTL8
18415,0.07415634721971595,TSPAN19
17297,0.07415508345230881,TAS2R20
18950,0.07414977738574509,VCX
2990,0.0741450288408414,CASP4
15849,0.07412876595772094,SHISA4
17859,0.0741206144245708,TMEM194A
11919,0.07411639326144435,NOX5
8308,0.0741026973521062,IL12A
11032,0.07399168051951652,MRFAP1L1
750,0.07399108035602599,NGEP
19910,0.07398357899205034,ZNF648
3366,0.07398285558317762,CD7
16099,0.07396514178979177,SLC27A1
8035,0.07395655762508611,HS6ST2
17404,0.07394264202902212,TCEAL5
9005,0.07393962897965971,KIF27
6308,0.07392802795800636,FEM1C
5031,0.07391746501914845,DNAJB7
2002,0.07391702976689189,TEFM
216,0.07390834211044771,ACSM2A
14930,0.07390669813423044,RNF141
13034,0.07388003001622429,PDE6A
15841,0.07387652391457468,SHCBP1
8212,0.07387650458829664,IFITM5
19393,0.07386580543783167,C6orf95
16674,0.07385823511540698,SPA17
2208,0.07383552749727716,SNHG28
5458,0.07382025416208436,EIF4EBP2
3389,0.07380975428494303,CDC20B
15880,0.07380501446344019,SIGLEC1
12077,0.07380170630740396,NUAK2
15795,0.07379990685378902,SH2B3
6321,0.07379862192405263,FEZ1
7327,0.0737807053452434,GPR89C
12208,0.07376979095387316,OGFOD1
20049,0.07376506386086056,ZNF84
13351,0.07376435248860307,PITPNB
9891,0.07376205926891313,LRRC37A6P
13514,0.07375789193615906,PLS3
16175,0.07375132054327005,G6PT2
13805,0.07374886098421947,PPP1R3C
4692,0.0737338769047906,DCP2
3728,0.073732329423658,CHRNA3
585,0.07372646367477936,ALOX5
10146,0.07372210530934963,LPPR4
14447,0.07371856609145036,RAD1
14459,0.07370270385593125,RAD52
19452,0.07369545968586846,ZDHHC10
2948,0.07367282879645433,CAPNS1
1321,0.07365919906352432,B3GALT1
13763,0.0736556006631092,PPL
3941,0.07363564832004879,CMTM7
3032,0.0736018244053824,CBWD3
19650,0.07359655451566476,ZNF276
19020,0.07357087931008577,VPS45
19542,0.07356189730530531,ZMYND12
3308,0.07355914510872426,CD200R1
14144,0.07354188879184935,PSMD10
20061,0.07353739377286186,ZNF91
15769,0.07353733324592708,MAM
17550,0.07351900175703514,TGFA
14903,0.07350812042769964,RNASET2
18301,0.07347669263465169,TRIM62
1453,0.07347167341577844,BCL7C
2596,0.07346995300059139,C6orf136
8619,0.07346479509449308,SH3D1B
4428,0.07346413439236117,CUL3
11665,0.07345753383704032,NEDD8
7714,0.07345266674831155,HEXB
18396,0.07344657136559746,TSHZ3
16531,0.07343971513126966,SNORA80A
2337,0.07343435740822638,YBEY
18902,0.07343060439936255,UTP15
17631,0.07342524544389131,TIE1
1940,0.07342430680893973,C15orf54
7581,0.07341723405474135,HAPLN4
14201,0.0734163981653361,PTGER4
13107,0.07340256868921369,PECAM1
19463,0.07339199235123059,ZFAT
3821,0.07338360165887331,CLDN12
16968,0.07338251074287731,STAMBPL1
7363,0.07337961479602774,GRAP
18449,0.0733618807606176,TSTD2
18528,0.0733436046630142,TTYH3
2797,0.07331587921295207,C9orf64
1953,0.07331146426580139,GAS8-AS1
10822,0.0732970171558568,MGLL
7321,0.07329696439513594,EX33
19241,0.07326413147180658,XAB2
17597,0.07326251738659638,THNSL1
14290,0.07325500999405202,PUS10
10820,0.07325052518482938,STEAP1B
7038,0.073248083450463,GLOD4
9043,0.07324589698024139,KLC1
17538,0.0732399427545574,TFF1
14207,0.07319336050739524,PTGIR
13825,0.07318540081737211,PPP2R4
18579,0.07317733224958713,TXLNA
17204,0.07317175857633224,SYT6
10656,0.07317100137500339,MDS2
539,0.07312933069458359,ALDH3A1
5207,0.07311851165858274,DTWD1
9207,0.07310969389762838,KRT6L
4447,0.07310292101139844,CX3CR1
5066,0.07309376465075108,DNASE1L1
11446,0.07309097477168057,NAP1L3
9631,0.07309059768931882,C2CD4D-AS1
17614,0.07308339533799837,THSD4
4571,0.07307673997642553,CYP4F11
18999,0.07306569899441563,VPS13B
804,0.07305197603735636,AP3S1
2858,0.07303962204837622,CACNA1I
4479,0.07303782952490083,PBDC1
17338,0.07302861108388302,DFNB86
14484,0.07301226769380852,RALGAPB
4934,0.0730082238638443,DKFZP586I1420
16096,0.07300692780190018,SLC26A7
13378,0.07298781839971528,PKIB
17592,0.0729689988447769,THEG
5310,0.07296485451266727,ECH1
10591,0.07294895814600917,MBOAT1
16248,0.0729463812286193,SLC6A10P
14912,0.07294265129368763,RNF113B
10562,0.07289924874385045,MASTL
16511,0.07289519527310927,SNORA65
12453,0.07288134810959855,OR51B4
19681,0.07288117828987785,ZSCAN31
19520,0.0728723519626066,ZIM3
40,0.07285300120901374,AADACL4
9019,0.0728494635851019,KIF9
17560,0.0728352379131732,TGIF1
8545,0.0728298343187204,G1P2
6517,0.0728254107242484,FMO3
14227,0.07281779060410572,PTP4A3
15074,0.07279654184804732,RPL23AP53
5521,0.07279372870347645,EMILIN1
2810,0.07278908631533518,SHOC1
1383,0.07278576409151767,BARD1
14154,0.07278233098238306,PSMD6
18130,0.07276199082813029,TOX2
42,0.07275667943429188,AADAT
3356,0.07274724542619593,CD5
9156,0.07274244879217513,KRBA2
16374,0.07274031320218388,SMCR8
14692,0.07273987439815484,RELB
9048,0.0727225086587812,KLF11
12382,0.07272058964550364,OR2T11
5382,0.07270153690467508,EFTUD1
321,0.07268881492866924,ADAT2
2300,0.07265292580798964,MRGBP
469,0.07262393815553123,AIFM3
18209,0.07259201980416681,TRAK1
16139,0.07255481665287833,SLC32A1
23,0.0725542111157865,TMPRSS11E2
9287,0.07254967650425583,KTI12
19584,0.07254541074792957,ZNF181
17710,0.07254174925755998,TM6SF1
775,0.07253475158545089,ANXA7
9642,0.0725272932444715,LINC01001
15344,0.0725021955603327,SAMD14
11585,0.07249690729047872,FAM238C
1126,0.07249546585697844,ASPN
4023,0.07249269486749964,COL13A1
15962,0.07247027254413296,SLC12A8
7048,0.07241840728947738,GLRX3
17787,0.07241701168171609,TMEM132C
12706,0.07241042615549384,DFNA41
8312,0.07241005377802785,IL13RA1
7966,0.07240949377005491,HOXB7
12144,0.07239645839115076,BM037
4600,0.07238710572129171,D2HGDH
3338,0.07234634048639445,CD38
19657,0.07234210481919019,ZNF282
3186,0.07231401597876537,CCDC87
2333,0.0723138656026447,MIS18A
17898,0.0723126698195939,TMEM25
13160,0.07230919654156277,PFKP
4053,0.07230468406787635,COL6A1
886,0.07228958423894265,AQP5
14645,0.0722831498596734,RCAN3
4848,0.072282027136992,DGCR9
2723,0.07226468951372556,C8orf48
4035,0.07225101726391213,COL23A1
4267,0.07224728493843725,CRYBB1
2576,0.07224119535650707,C5
11343,0.07223559976513565,MYLK4
16003,0.07221837945198434,SLC19A3
7921,0.07221034268185245,HNRNPC
15270,0.07220675548088118,RUNDC3A
7026,0.07218703191252701,GLI2
14162,0.072165720920113,PI31
17402,0.07216087271415361,TCEAL3
3148,0.07214528815782358,NSRP1
4485,0.0721353947427147,EOLA2
18517,0.07210806804310421,TTTY15
19105,0.07209939207145556,WDR31
33,0.07208417968942928,A4GNT
5662,0.07208143441126345,ERI3
16975,0.07207498835051042,STARD3NL
18584,0.07207031716020815,TXNDC12
16030,0.07205319297559143,DFNB60
19263,0.07205151846286979,XKRX
11006,0.07204433358231434,MPP2
11653,0.07199614832139063,NDUFV3
10884,0.07199257805385346,CENPU
18757,0.07198124336420382,UGT2B4
4519,0.07196477375426617,CYFIP1
19296,0.07195482402477789,YDJC
18229,0.071948834713881,TRDN
17906,0.07194292433684354,TMEM35
15836,0.0719358159353539,SHB
568,0.07190561926447957,ALKBH2
3170,0.07189022138588935,CCDC74B
13788,0.07188659678172085,PPP1R14A
2914,0.0718839161335712,CAMK2D
8966,0.0718648469927386,KIAA1804
2414,0.07186273260908572,STPG4
1442,0.07186123235608045,BCL2L13
10446,0.07184079774747378,MAN1C1
17781,0.07182762035199808,TMEM128
15692,0.07182461272780466,SETD1B
4162,0.07181747048296547,CPN1
10553,0.07181508499624033,MARVELD3
9776,0.07179782306095957,ADCY10P1
17017,0.07179014012311725,STK32C
16756,0.07178215856107027,SPHK1
19936,0.07176183721220347,ZNF682
18793,0.07175632370751925,UNC93A
2644,0.07172943285886792,SDHAF4
15819,0.0717285397007093,SH3GL3
17583,0.07171764023588326,THAP6
8107,0.0717042740622894,HSPG2
7023,0.07170299338147301,GLE1
9773,0.0716996386449512,SDHAP4
8664,0.07169832400046543,KAAG1
9569,0.07169121726282689,LMX1B
2945,0.07168739941179465,CAPN7
9979,0.07168481404885116,NPIPB13
5866,0.07167901635111615,MVB12B
14391,0.07166825775717246,RAB36
3667,0.0716592313019374,CHD1
5027,0.07165536801306736,DNAJB3
14690,0.07164983457341503,REG4
3090,0.07163619564360085,CCDC13
5733,0.07161045941157337,EXO1
13104,0.07161026381242232,PEAR1
1850,0.07158412783131875,DNAAF2
19780,0.07155974297040711,ZNF485
10338,0.07155728949147047,LYPD1
3426,0.071556199974686,CDH10
10120,0.07155537717111865,LOXL4
17014,0.07155346466004567,STK31
10075,0.07155074352657496,LINC00847
8657,0.0715412039157956,JSRP1
5160,0.0715376798723825,DPYSL4
2218,0.07153091122831653,ARMH1
13119,0.07150028405636241,PEMT
7444,0.0714939084022465,GSTA4
6506,0.07146008351311829,FLVCR1
4528,0.07145228119414047,CYP11B1
16763,0.07144289063318829,SPIN2A
1782,0.0714388300893688,MYRF
8556,0.07142708517071267,CRPPA
514,0.07142044367090289,AKR1C8P
15753,0.07140566055060303,SFTA2
5961,0.07138916567272724,C20orf91
15723,0.07138454950688189,SFPQ
4959,0.07137040785568832,DLG4
12030,0.0713656394345754,NSA2
183,0.0713595821549719,ACOT13
18326,0.07135171176070375,MGC10558
16827,0.07133032846108316,SPTAN1
11723,0.07132819878570107,NFE2L2
5430,0.07132719091742287,AGO3
8552,0.07131134166852986,ISM1
2794,0.07129899588004296,CDKN2A-AS1
2781,0.0712912326906466,FAM219A
12718,0.07128968544216013,P2RY2
13410,0.07127651259156129,PLA2G5
51,0.0712701619457186,AASDH
19420,0.07126473701822078,ZCCHC5
4799,0.07126058901155233,DEFB132
17066,0.07125388868574668,STX3
2139,0.07124634997751964,C1QTNF7
541,0.07124563051298965,ALDH3B1
18494,0.07123419981085857,TTF1
1617,0.07122924117746635,OK
5762,0.07120732568695597,EYA1
10922,0.07120009142434534,MMP15
6483,0.07119297649401035,C5orf63
5580,0.07118992195922057,EP400P1
17794,0.07118891079985384,TMEM138
12242,0.07116971029265472,OPCML
6268,0.071168413457978,FCAR
2424,0.07116466735657088,PCARE
10110,0.07116444920800684,LONP1
11167,0.07115490555593068,MSTN
17024,0.07114809081681649,STK3
13342,0.07114242174240702,PIP5KL1
14477,0.07114113176724152,RAI1
20072,0.0711361414083225,ZNRF1
11038,0.07113398854949743,MRGPRX2
19712,0.07112474160372564,ZNF37BP
549,0.07112411623417578,ALDOA
11147,0.07110785070410902,MSI1
18575,0.0711052283770853,TWIST2
2822,0.07110265792914408,CA11
11138,0.07109724495624638,MS4A7
2470,0.07108018792936929,LINC00852
2055,0.07107859149289468,LINC00526
14382,0.07106246714478869,RAB2A
5950,0.07106209313649939,EVA1B
14773,0.07106146607771278,RGR
9392,0.0710593768559821,LCP1
1822,0.07105428476955376,SMCO3
10314,0.07104377116376884,LUZP2
6470,0.07104138218292794,LINC01634
15220,0.07104032847638411,RSAD1
14387,0.0710379579852295,RAB33A
19206,0.07103432967213616,WNT11
6821,0.07102785772099776,GAS2L3
5009,0.07102505909032014,DNAH3
18700,0.07100207332052158,UBR4
17214,0.07100077571015947,TAAR1
10065,0.07099960507131138,OIP5-AS1
1032,0.07099803624187957,ARNTL
18738,0.07098768132828995,UGDH
18509,0.07097895991582462,C20orf125
9361,0.07096277672337371,LCAT
2042,0.07096195035819176,SCIMP
19994,0.07096037406644096,ZNF772
15797,0.07095412588160423,SH2D1B
17456,0.0709513670644463,TDGF1P3
4836,0.07093850883504706,DFNB59
5143,0.07093761358382114,DPPA3
16802,0.0709301050548593,SPRN
8740,0.07091233363532844,KCNJ14
10253,0.07090313630946878,LRRCC1
680,0.07089293828943237,ANKRD10
16103,0.07082116930047978,SLC27A5
7370,0.07080830876120653,GREB1
10502,0.0708050200809254,MAP7
15808,0.07080226487134697,SH3BGRL
17324,0.07078997334183232,TBC1D10B
17357,0.07078416908234471,TBC1D9
12687,0.07078292914173429,OTX2
6121,0.0707655187621229,FAM83C
8571,0.07075470008197403,ITGA5
6485,0.0707479533871141,LINC01973
1264,0.07074589104705468,ATP8B1
18980,0.07072664462399268,VKORC1L1
9794,0.07071758582890161,C1RL-AS1
19026,0.07071074436989755,VPS72
8569,0.07070233773165023,MSK18
19512,0.07068568256907476,ZHX3
10164,0.07068486045466202,LRGUK
8590,0.07066391933269633,ITGB5
15992,0.07065181036063979,SLC17A4
5168,0.07064393727984744,DRD1
13494,0.0706420857601388,PLIN1
13052,0.07063686568181118,PDGFRL
11623,0.07063090660294637,NDUFA8
16656,0.07062488995139221,SOX5
14764,0.07061583692700324,ARHGEF28
2176,0.07061535158498075,SHCBP1L
4712,0.07061132736682425,DDA1
7070,0.07059331370483017,GLYAT
16787,0.07058573253939501,SPOCK1
17378,0.07058135466313675,KIAA0948
6859,0.07057858878113556,GBX2
14669,0.07057680952138665,RDH16
19735,0.07056022269283158,ZNF417
7238,0.0705578606977781,ADGRF5
11349,0.07053214731162698,MYO15B
19740,0.07052713888505908,ZNF423
11630,0.07051855626462687,NDUFB10
3544,0.07049867604579652,CECR6
9943,0.07049736374821285,LINC02893
1687,0.07043966596240495,FUOM
637,0.07043478148062926,AMY2B
11021,0.07043414887320125,MPZL2
486,0.07042283984005186,AKAP10
17164,0.07042131858211591,SYN1
13463,0.07040769812780723,PLEKHA6
14367,0.0703991575152731,RAB17
8897,0.07039259258058125,MTCL1
6016,0.07038555781180167,FAM26E
10545,0.07038161294446459,MARK1
3176,0.07037357180883519,CCDC7
14349,0.0703695268398244,QTRT1
17539,0.07036849654167462,TFF2
11271,0.07036691532274492,MUSTN1
17947,0.07034408865884438,TMEM69
8898,0.07031462446266101,ATG14
10174,0.07031068034333299,FLJ12929
510,0.07030996692750606,AKR1C1
4575,0.07030622582124689,CYP4F3
4697,0.07030363866757665,DCTN1
5862,0.07030344334827979,AMER3
17867,0.07028756884629091,TMEM200B
13208,0.07027237708555477,PHACTR4
19896,0.07024611401434391,ZNF625
