Index,Correlation Coefficient,Genes
13092,0.06636512083592183,PEA15
12646,0.06634594037496505,OSR2
10175,0.06631591847677396,LRPPRC
3828,0.06631414843929846,CLDN8
7150,0.06629069401536135,GOLGA8A
12723,0.06628696351819596,PABPC1L
16453,0.06628396463755593,SNORA21
12253,0.06628243657656553,OR10AG1
16212,0.06628117913575843,SLC47A1
8055,0.06627417505968586,HSFX2
14460,0.06627219235846184,RAET1L
12867,0.06626017448230177,PC
6894,0.06625482618669075,GDPD1
18797,0.06625474635915503,UPK1A
6473,0.06625421052184513,FLJ44635
19979,0.06623001513836059,ZNF765
16177,0.06622677927437114,SLC39A10
1167,0.06621546464200283,ATM
11246,0.06621328721054766,MUC21
3607,0.06620990843938922,CETP
10831,0.0662094395188534,MICB
14743,0.06620362401602402,RG9MTD1
1840,0.06620055379515849,C14orf105
16279,0.06616593189809637,SLC9A1
18027,0.06615922566388273,TNFRSF11B
18879,0.06615099650599975,USP54
1720,0.06614908792130467,C10orf99
4237,0.06613398391708472,CROCC
4388,0.06612803379271989,CTSA
15194,0.0661262562272394,RRM2
90,0.06612489416648104,ABCG1
6222,0.0661233232046149,FBXO28
17947,0.06611619592094942,TMEM82
2880,0.0660932731386539,CALCR
10625,0.06606516981385527,MCOLN3
13616,0.06606177433190591,POLR1B
18572,0.06605578435957711,TXLNB
16354,0.0660430520538477,SMC2
6560,0.0660390488339118,FOXF2
5983,0.06603801791197693,FAM19A1
4049,0.06603482942314526,COL8A2
1086,0.06602615659076316,ASB9
9373,0.06598744031673569,LCN1
17160,0.06597996667821932,SYNE2
5734,0.06597483191462866,EXOG
10855,0.06596714457629894,MITF
11575,0.06594478045913783,NCRNA00203
15917,0.06592886463907517,SKAP1
15804,0.06589830357231062,SH3BP5L
15010,0.06589748315066316,ROR1
16020,0.06589612226563667,SLC22A4
3112,0.0658937529984738,CCDC27
4668,0.06589090802903164,DCHS1
10274,0.06588778193360004,LSM4
14480,0.06587458018702853,RAMP1
18107,0.06587074010411313,TOP1MT
10847,0.06586915772976411,MIOX
14716,0.06586545633510155,RFC5
6270,0.06586342889491253,FCGR3B
18927,0.06584330793293029,VAV1
15321,0.0658205314135049,SAE1
5963,0.06579588983741239,FAM189A2
10188,0.06578386625666849,LRRC23
7212,0.06578267200766882,GPN1
5114,0.06577805341652954,DPF2
18408,0.0657653429543512,TSPAN19
15007,0.06576479083046546,ROPN1
14623,0.0657596417849251,RBP4
7820,0.06574475463177279,HIST3H2BB
16701,0.06572450299492408,SPATA21
13238,0.06571528342877891,PHLDB2
11088,0.06571305065329548,MRPS17
3213,0.06570175689437101,CCL2
9650,0.06569985196200931,LOC100170939
649,0.0656991402923678,ANGPTL5
7346,0.06569237276715591,GRAMD1C
18153,0.06566982830060653,TPK1
416,0.06566900297135035,AGPAT1
11110,0.06566553090275212,MRPS9
12418,0.06565920492297131,OR4F5
7291,0.065650059976389,GPR44
9679,0.06564313564063362,LOC100286793
16636,0.0656288965221988,SOX15
4040,0.0656258358936459,COL5A2
10623,0.06561509579400135,MCOLN1
4046,0.06561346433285771,COL6A6
8603,0.06561091119073686,ITPR3
5723,0.06560887587949789,EXOC1
17620,0.06560577483806253,TIAM2
832,0.0655802784689641,APOBEC1
12160,0.06555995914063277,OAZ1
19314,0.06555465794063199,YTHDC2
18463,0.06552907661864454,TTC28
17452,0.06552711049532883,TDP1
13013,0.06551647979028025,PDE1C
8715,0.06550429222250102,KCNH3
16708,0.06550175391424612,SPATA5
9056,0.06549841605855933,KLHDC2
2841,0.06549426173877372,CACNA1C
652,0.06549172744685923,ANK1
8560,0.06548392955811234,ITGA5
235,0.0654647030142175,ACTR3B
6281,0.06546291473790349,FCRL3
20014,0.06546010921113786,ZNF805
14473,0.06546007337426021,RALGAPA2
8238,0.06545783897727302,IFT88
19231,0.06544055997876001,WWTR1
7032,0.06542794465917398,GLRA2
2889,0.06541630616723144,CALML3
4739,0.06540771753896084,DDX31
7109,0.06540427548855209,GNG4
10038,0.06540378704457708,CLEC19A
6952,0.06539590749974411,GHSR
368,0.06539474433257786,ADRB3
11329,0.0653892765110059,MYLIP
15946,0.06538611782703935,SLC12A2
18469,0.06537881412626133,TTC33
10739,0.06536861570367071,METTL7A
11747,0.06536475036129301,NHEG1
1704,0.06536328812346065,C10orf68
15389,0.06536228616034304,SCAMP2
17035,0.06535548379307393,STRADB
186,0.06535500802095137,ACP5
7717,0.06534692825099284,HGS
149,0.0653293387991755,ACBD7
8525,0.06532395685522417,IRX2
3076,0.06530137364277001,CCDC135
740,0.06527648528475358,ANO8
2249,0.0652703649614608,C1QTNF9B
443,0.06526761074745005,AHI1
15657,0.0652631647233577,SERPINB6
18700,0.06526110607673088,UBXN1
5592,0.0652582615363483,EPHA6
11236,0.0652307825050025,MTX1
6484,0.0652285723409844,FLNB
2406,0.06522467386374717,C2orf63
18844,0.06522364394815203,USP19
2688,0.06520281284174871,C7orf69
1329,0.06518736378748297,B4GALNT1
3604,0.06517899574957212,CETN2
5166,0.06517775767374911,DSC1
492,0.06517621806242059,AKIRIN2
11997,0.06517180459525962,NRF1
14104,0.0651655622003849,MCTS2P
11853,0.06516543584566255,NMT2
953,0.06516390882351548,ARHGEF1
7127,0.06515851989055346,GNRH1
8951,0.06515026735022912,KIAA1737
3335,0.0651481950946793,CD46
3412,0.06514430165613054,CDCA8
1999,0.06511651586441924,C17orf53
11876,0.06511064893784138,NOL8
15140,0.06510058438477141,RPS23
7015,0.06509288365375727,GLI2
5997,0.06508907947587918,FAM22D
8166,0.0650887385644494,IDH3A
4598,0.06508487022574344,DACT1
16907,0.06507697203190665,SSX2IP
8804,0.0650702095000653,KDELR1
4471,0.06506852063009344,CXorf40B
8557,0.06506576153947019,ITGA2B
17182,0.06506394955694526,SYT12
8890,0.0650494568269147,KIAA0895L
8553,0.06504880577091035,ITGA10
4702,0.06504756641930226,DDAH1
17640,0.06503664472316595,TIMM17B
387,0.06503325530741595,AFG3L1
14290,0.06503307445628674,PVRL1
10012,0.06503293510717338,MIR924HG
4680,0.06502608007524659,DCP1B
48,0.0650246913929369,ABCA12
3892,0.06501604058883736,CLPP
5921,0.06500772829445882,FAM167B
8883,0.06500515110273324,KIAA0753
6490,0.06496912603223853,FLRT3
12835,0.06494701111675347,PARVA
7756,0.0649256978094993,HIST1H1A
11270,0.0649119621216623,MXD3
20076,0.06491061340479551,ZRANB2
10281,0.06489436657118028,LSS
4442,0.06488782514870986,CXCL12
9782,0.06488513959675281,LINC00294
13946,0.06488433158421238,PRKCSH
924,0.06488195180002318,ARHGAP25
18146,0.06486948357110747,TPD52L2
12786,0.06486538919615609,PAPD4
3683,0.06485382119683969,CHM
9192,0.06484791547665461,KRT74
14176,0.06483812434505601,PTCH2
22,0.0648372793856017,A4GNT
15135,0.06483596393446758,RPS18
9706,0.06483144154315257,TCF12-DT
11722,0.06482638385109989,NFKBIA
15279,0.06480734805085847,RXRA
18631,0.06480155057916605,UBE2D1
8233,0.06480036449820605,IFT52
2730,0.06478672498797826,TMEM249
6026,0.06478525222582551,FAM43B
11870,0.06478134319426876,NOL11
4310,0.06477151196528043,CSNK2B
13892,0.06477020039109384,PRDX2
12703,0.06475664874192633,P2RY12
6609,0.06474848971908038,FRMD3
11945,0.06474584409432292,NPR2
8855,0.06474378544579791,KIAA0240
7310,0.06473435485750409,GPR84
6111,0.06473270606029245,FAM83D
5565,0.06473260221066068,ENTPD8
9912,0.06473148547943477,LRRC52-AS1
14976,0.06472527065743307,RNF4
15769,0.06472227451904249,RSKR
10755,0.06472216500436946,MFHAS1
761,0.06471803671348118,ANXA4
2142,0.06470942421655568,C1orf141
8039,0.06470840156672848,HSD17B3
15237,0.06470250642567787,RTKN2
9150,0.06467348137919401,KRIT1
19908,0.06467196503840063,ZNF658
2237,0.06465669599207415,C1QL1
18367,0.06465377469370628,TSC1
16374,0.06464700395018333,SMNDC1
5515,0.06462897842485944,EML3
12190,0.06462865525662649,ODZ1
7392,0.06461780600006947,GRK5
5077,0.06461677589223136,DNTTIP1
2466,0.06458799031430416,C3orf51
17270,0.06458134839470017,TAPBPL
6878,0.06458086845364333,GDAP2
14310,0.06457299241889038,PYCR2
12311,0.064564369765108,OR1G1
14633,0.06455677462235195,RCAN1
16381,0.06455301703021238,SMPD3
16260,0.06455168045546868,SLC7A13
20004,0.0645485756381851,ZNF789
3555,0.06454782320873682,CENPBD1
4271,0.06454687097419465,CSAD
5623,0.06454431669094202,EPYC
6806,0.06453176430200179,GART
18057,0.06453027932737149,TNIP2
14500,0.06452637355100352,RAP2B
1766,0.06452190263278336,C11orf90
4595,0.06451728217785214,DAB2IP
16427,0.06451414744117268,SNHG1
13766,0.0645044319041168,PPOX
8062,0.06449819175389271,HSP90AB2P
13080,0.06449342634689496,PDZD11
14299,0.0644884089595441,PWWP2A
19717,0.06448159946831031,ZNF397
13171,0.06448138656735401,PGD
13633,0.06447689909733448,POLR2K
1282,0.06446858756399959,AUP1
15301,0.06446686825836428,S100A8
14680,0.06445076977913572,REG4
16802,0.06445007407450204,SPRR2G
2081,0.06444643610029974,C19orf40
7762,0.06444594130193906,HIST1H2AA
4763,0.06444388275778079,DEAF1
4550,0.06443843105120682,CYP2S1
880,0.06443563882584627,AQP8
13177,0.06441534128532543,PGLYRP1
2346,0.06441113400163255,C22orf23
5975,0.06440850421397268,FAM195A
11266,0.06440266501910871,MVP
10081,0.0643948889927739,LOC90110
4082,0.06439446871706413,COPS7B
559,0.06439201863897814,ALKBH3
18770,0.06437028904296287,UNC119B
8952,0.06436641153151992,KIAA1751
10514,0.06436241911877898,MAPKBP1
4888,0.06435867123420856,DHX58
19990,0.0643494337479125,ZNF7
19247,0.06433526614792781,XK
1346,0.06432219774599254,BACH1
19003,0.06432046083760638,VPS35
2834,0.06430677281908377,CABP4
18446,0.064303934991009,TTC13
4603,0.06429756848123787,DAG1
17937,0.06429137572888248,TMEM67
18507,0.06429056033105908,TTTY10
6304,0.06427419790632169,FERMT1
18830,0.06427154531975149,USMG5
14547,0.06427137621940507,RASSF2
16697,0.06426312301591185,SPATA17
9109,0.06426154183431661,KLK5
6198,0.06425887628988916,FBXL19
8085,0.06422680223217707,HSPB6
11862,0.0642266934342061,NOC2L
10135,0.06420888585996999,LPPR3
1702,0.06420147348953378,C10orf62
7833,0.0642003308565444,HLA-B
765,0.06419756299655945,ANXA8
8592,0.06417083197206958,ITLN2
18316,0.06415917445367492,TRIP13
17029,0.06415910564747149,STOX1
3060,0.06413359716847372,CCDC116
4066,0.06413340305187357,COMMD9
10206,0.06413290698173131,LRRC37B
14266,0.06411938664657323,PTRH1
13581,0.06411830306108851,POC1A
515,0.06411651509617936,ALAS1
4454,0.06411569331715028,CXCR2
6595,0.0641156190312857,FPR2
7125,0.06410734405278008,GNPTAB
19420,0.06410696205710399,ZDBF2
15732,0.06410134406003128,SFRS3
10949,0.06410003123888657,MOCOS
8342,0.06408457226830366,IL21
197,0.06407674673114544,ACSF2
2828,0.06406948761968742,CABC1
18237,0.06406676180045674,TRIB1
16791,0.06405726706088795,SPRED2
4087,0.06404717064994024,COQ10B
11184,0.06403322138432922,MTCP1NB
16059,0.06402518693980855,SLC25A32
18657,0.0640111076631919,UBE2QL1
2613,0.06400122191456166,C6orf201
15703,0.06399898797762667,SF3B6
18762,0.06399833124747928,ULK1
17373,0.06398905397542583,TBX1
12837,0.06398338942923792,PARVG
14958,0.06397656827813444,RNF216L
8949,0.06397013898618159,KIAA1715
14540,0.06395758786785528,RASL10A
10384,0.06394644808333848,MAGEA2
16451,0.06393403352560757,SNORA18
14545,0.06391970786449669,RASSF10
18180,0.06391669344395047,TPTE2
13181,0.06390862123098284,PGM1
3551,0.06390204244837143,CEMP1
4068,0.06389809517721173,COMT
4806,0.06389606267426655,DENND5B
976,0.06389542981643712,ARIH2
6327,0.06386135356442704,FGF12
12324,0.06383512153003967,OR1N2
4932,0.06383085058750672,DKK1
13768,0.06381253721236992,PPP1CB
19345,0.06380639119741217,ZBTB16
6164,0.06380005738277995,FASN
12443,0.06379752928190156,OR51B5
17703,0.06379540538891625,TM6SF2
9412,0.06379042673540918,LENEP
626,0.06374405856897268,AMY2B
6376,0.06373913677449071,FIG4
15482,0.06373904779831185,SCT
9253,0.06373443172379001,KRTAP5-11
8912,0.0637224267193708,KIAA1257
3976,0.06371252763892202,CNST
15222,0.06371213642261486,RSPH6A
14440,0.06370169236947364,RAD23A
7,0.06369093350121928,TRIM75P
10368,0.06368580576546656,MADCAM1
4459,0.0636636623357042,CXCR6
17666,0.06365126779916612,TKTL2
9825,0.06363732961746828,LINC01098
1781,0.06362487140364485,C12orf34
18956,0.06361857318832617,VGF
9730,0.06361476130574058,LOC150776
12313,0.06361049650435938,OR1J1
17922,0.06360071907689197,TMEM55A
2981,0.06359341829341816,CASP6
3894,0.06359125545998663,CLPTM1
9177,0.06359000530625913,KRT35
19201,0.06356775694000348,WNT2B
14878,0.06355991007571195,RNASE1
9188,0.06355060309372008,KRT71
13544,0.06354792594511498,PMS2L2
19985,0.06354705454627745,ZNF771
2493,0.06354330051200789,C4orf14
11647,0.06354024781553533,NECAB2
9942,0.0635378236951936,GUSBP5
4263,0.06353540573366469,CRYGD
9905,0.06353312656710655,MIR100HG
7938,0.06351799234285072,HOXA11AS
8583,0.06349993305775718,ITGBL1
18564,0.06349327962749056,TWF1
9752,0.06349174906065733,USP32P1
6860,0.0634829879965341,GCHFR
88,0.06348008881101529,ABCF2
2284,0.06347372209222263,C20orf199
11815,0.063454617968194,NLK
6403,0.0634531715922674,FKBP8
17705,0.06344797584701628,TM7SF3
8497,0.06344698681847806,IQSEC1
11591,0.06344556855569947,NDP
3372,0.0634430293861016,CDAN1
355,0.06342845960045726,ADORA3
8945,0.06342498531324396,KIAA1671
17852,0.06342174343206249,TMEM194B
1868,0.06341148469791863,C14orf169
13621,0.06338716898773225,POLR2B
2176,0.0633866808037675,C1orf203
6811,0.0633835543003539,GAS2L3
11798,0.0633718266237804,NKX2-2
18955,0.06335508118734229,VEZT
534,0.06334771002145781,ALDH6A1
7047,0.06334587751396765,GLT8D2
7505,0.06332969739069383,GUF1
3664,0.0633205732647271,CHD9
6075,0.06331670165351905,FAM70B
2653,0.06330683522901549,C7orf27
16155,0.06329265721582629,SLC35F3
710,0.06327326851702533,ANKRD45
8797,0.06327073021600199,KCTD5
4732,0.06325774766998461,DDX21
2588,0.06325737518581961,C6orf138
14449,0.0632553805777765,RAD52
6138,0.06325029834967051,FAM99A
17817,0.0632374935182844,TMEM167B
6145,0.06323118584537182,FANCC
1426,0.06322908863317606,BCL11B
12971,0.06322691265247787,PCOLCE2
2152,0.06322489763970687,C1orf159
3054,0.06322412049402866,CCDC111
14953,0.06322125343254252,RNF212
18716,0.06321444648455028,UCN2
4105,0.06319935566092724,COX10
11498,0.06319291689394552,NCDN
4911,0.06319094632954401,DIS3
843,0.06318811292404475,APOC1P1
19762,0.063184754991581,ZNF468
13242,0.06316363292025848,PHOSPHO1
12942,0.0631486029629902,PCDHGB7
15099,0.06313646591833087,RPL5
18006,0.06313587623832555,TMUB1
19499,0.06313500841064472,ZG16B
1586,0.06313459508670682,BREA2
19941,0.06313327719235938,ZNF700
13159,0.06312549882165142,PGAM4
8119,0.06311815729927484,HTRA1
15606,0.06311204545862321,SEPT10
9371,0.06310789807215067,LCN10
14970,0.06310133416816373,RNF38
14530,0.06309897376749297,RASGEF1A
11239,0.06309126601786404,MUC12
13486,0.06308741600650507,PLIN4
11730,0.06308450483115222,NFS1
6954,0.06307039374010205,GIGYF1
2494,0.06306409443615847,C4orf17
18969,0.06305895378965817,VIPR2
2473,0.06304989930630402,C3orf62
12644,0.06304797590305511,OSMR
13716,0.06304576615204464,PPBP
6357,0.06303547056722032,FGG
1266,0.06303388787246804,ATRN
14575,0.06302116136887098,RBM12B
17534,0.0630207511319852,TFG
10622,0.06301301124997033,MCM9
6791,0.06301043617243576,GALR2
6372,0.06300245696296976,FIBCD1
18282,0.06300142984706995,TRIM52
514,0.06297238000099298,ALAD
13030,0.06295484210105648,PDE7B
571,0.06295332531074921,ALOX15
13087,0.06295161494559506,PDZK1
6323,0.06293641085479167,FGD5
17842,0.0629334294766604,TMEM185B
10365,0.06293130341904676,MAD2L1
15821,0.06292268648371177,SHANK1
8474,0.06291558859789131,IPO7
1761,0.06291394119357523,C11orf84
7695,0.06290091258447639,HES2
12593,0.06288143729868852,OR8I2
7311,0.06287739952760625,GPR85
15989,0.0628771994418844,SLC18A2
10545,0.06287258374650606,MASP1
490,0.06287109934954381,AKD1
18766,0.06287021608124532,UMOD
5740,0.06286391424970444,EXOSC5
4093,0.06286353779376372,COQ7
16918,0.0628598631473783,ST3GAL1
18268,0.06284190241773795,TRIM39
6832,0.0628344854631626,GBA2
2118,0.06283351969060331,C1orf104
8555,0.06283184626437076,ITGA1
686,0.06281887000894146,ANKRD24
5798,0.06281461276182188,FAHD2B
13016,0.06280485917631369,PDE3B
19381,0.06280443239525114,ZC3H11A
17488,0.06280222499081611,TERF1
1816,0.06280086024619369,C12orf74
12340,0.06279493728852271,OR2AT4
18472,0.06278610964139161,TTC3
18565,0.06277296537519043,TWF2
16883,0.06276741938743358,SSBP4
8501,0.06276390948237971,IRAK1
11727,0.06275851850883926,NFKBIL2
13115,0.06275770347786609,PERP
10836,0.06274947972693644,MIER1
19139,0.0627444821398267,WDR78
9526,0.06274194977690478,LITAF
5604,0.06274114054095191,EPM2A
4090,0.06273708345616204,COQ4
14924,0.06273406729490308,RNF146
6678,0.06273196240352483,FXR1
10252,0.06272538806687493,LRRN3
6218,0.06270635213974118,FBXO22-AS1
2469,0.06269893226827782,C3orf55
17190,0.06269717541674319,SYT2
17530,0.06269158917733962,TFEC
11276,0.06269013857077806,MYADM
10261,0.0626887692265413,LRTM2
18016,0.06266914272397799,TNFAIP3
11691,0.06266456655602552,NEURL
2650,0.06265462018934155,C7orf23
13836,0.06264949257083963,PPT2
646,0.06264685289077031,ANGPTL2
13191,0.06264590032273754,PGRMC1
4555,0.06264453583289109,CYP3A43
15834,0.06263874117328687,SHF
16506,0.0626339918928697,SNORA70
17982,0.06263355984739172,TMPRSS11A
18587,0.06263225880578684,TXNL1
12214,0.06261765184797653,OLFML2B
18311,0.06261759465831411,TRIO
19084,0.06261713677594094,WDR12
10864,0.06261154480523333,MKNK2
6886,0.06260895189781049,GDF3
2767,0.06260611875068009,C9orf173
12993,0.06259665261139562,PDCD10
3736,0.06259115475463643,CHST1
15260,0.0625784458172656,RUNDC3A
11136,0.06257150918745355,MSI1
1821,0.06253937999919892,C13orf1
1265,0.06253556127799349,ATRIP
11434,0.06252489943658636,NAP1L2
19411,0.0625194635897264,ZCCHC4
13402,0.06251808833931356,PLA2R1
15165,0.0625176991434033,RPS6KB1
16402,0.06251764119458,SNAI2
6251,0.06249885582002238,FBXW4
7156,0.062496457810464576,GOLGA8G
12615,0.06249452034941177,ORC3L
10407,0.06249215018403797,MAGEE2
18818,0.06248704317362935,URGCP
5546,0.062481918368114675,ENOX1
482,0.06248164570547444,AKAP3
12269,0.06248049645118429,OR10K2
16194,0.06247604761824295,SLC41A1
4965,0.06245362183341459,DLX5
316,0.06245150295811475,ADCK4
7630,0.062448560097873945,HCST
18961,0.062444884476289216,VHL
12396,0.0624415172032781,OR4A47
12203,0.06243238777466824,OGT
6425,0.062431041889403606,FLJ13224
9835,0.06240974750988921,LINC01622
1955,0.06240899493088301,C16orf61
2874,0.06240617237685774,CALB1
14402,0.06240447621047541,RAB4B
4897,0.062400978404349806,DIMT1L
9747,0.06238339464616181,LINC00964
17295,0.06236959611400553,TAS2R40
7169,0.0623657987537287,GORASP2
7776,0.06236326198483953,HIST1H2BD
8867,0.062354631987320774,KIAA0427
15155,0.06235284983554073,RPS4Y1
794,0.06235012602937702,AP3S2
17733,0.062345523236734854,TMED10P1
2614,0.06234493242283949,C6orf203
9481,0.06233765778461123,LILRB1
3105,0.06233504177433743,CCDC18
12963,0.06233062545986194,PCMTD2
5490,0.062328843196996296,ELOVL2
9615,0.0623265923778021,LINC00893
4607,0.06232620861668745,DALRD3
13843,0.062300023984940854,PQLC1
6007,0.062299399073544176,FAM27A
19919,0.06229175097954089,ZNF673
14980,0.06228212982797921,RNF7
3373,0.06227224694501767,CDC123
16262,0.06226941993878052,SLC7A1
8473,0.06226796175613609,IPO5
3090,0.062264167567511484,CCDC148
9296,0.06226251148281287,LAMA1
2446,0.062251513532659584,C3orf24
6067,0.062248003266095635,FAM66A
8938,0.0622343303680536,KIAA1549
8273,0.062229698416077985,IGSF22
1067,0.06222109948787791,ASAP2
8101,0.06221846286019656,HTR1A
1751,0.06221714041500067,C11orf67
4031,0.0622169007013171,COL3A1
5710,0.062215358289866976,EVI2B
3998,0.06219705412806303,COCH
13915,0.0621839256713368,PRICKLE1
12042,0.06218220121955667,NT5C3L
6237,0.06217916856997361,FBXO44
5600,0.06215744212703534,EPHX1
3945,0.062151520387044586,CNIH2
6987,0.0621496382939577,GJB5
1142,0.062140587637636954,ATF6
16605,0.06211936225267657,SOCS2
5536,0.06211109243379692,ENDOU
18183,0.062110533152823874,TPTE
3673,0.06210274926024614,CHI3L2
17198,0.06209890911720196,SYTL1
12216,0.06209802550015243,OLIG1
886,0.062091729300607086,ARAP1
12335,0.06209085784319739,OR2A9P
13512,0.06207863505474336,PLXDC1
16207,0.0620746407827327,SLC45A3
19696,0.062070556248060384,ZNF354C
17644,0.06206390448720116,TIMM8A
8895,0.06206346520551491,KIAA1009
13267,0.06205394509471105,PIBF1
15457,0.06205100605936372,SCN3A
18698,0.06204758944418824,UBXN10
14817,0.06204321014316112,RHOT2
19294,0.06203157689114162,YIPF1
3008,0.0620297501347585,CBLB
19890,0.062022435680972716,ZNF627
1894,0.06202100404709074,C14orf53
1461,0.06199509435460501,BDP1
6378,0.06199115392539864,FIGLA
406,0.06198997415674463,AGBL3
14557,0.06198062506162724,RAX2
11894,0.06196038357996318,NOSIP
3778,0.06195796889176955,CKAP2
5653,0.06195238162065198,ERLEC1
8651,0.06194447658970203,JUND
2620,0.061935767913002926,C6orf221
19424,0.06193369247481517,ZDHHC13
2477,0.06193283657460557,C3orf66
5932,0.061924803147089376,FAM173A
11650,0.06192159931014948,NECAP2
5496,0.06191337586643369,ELP2
8692,0.06190868683695658,KCNAB2
5318,0.06190088558799234,EDEM1
1449,0.06188989835327995,BCOR
7512,0.061886085855968075,GUSBP3
10851,0.061883822508754405,MIR155HG
17034,0.061878252472915236,STRADA
15449,0.061876597567874884,SCML2
12117,0.06187437855283135,NUP214
13760,0.06187374212521605,PPM1J
14069,0.06186813005827115,PRSS50
1983,0.061862958513196786,C17orf104
1155,0.06185592786677984,ATG4B
19713,0.061852372872818674,ZNF391
14920,0.061849908353390236,RNF141
8772,0.06184317753847782,KCNS1
723,0.061834045448518046,ANKRD7
19317,0.06183275453531184,YTHDF3
11177,0.06183236967602991,MTA2
17474,0.061817432849579905,TECTB
2423,0.06181672775890076,C2orf80
19275,0.061799836970967775,XRCC6BP1
19203,0.06179467470819608,WNT3A
19273,0.06178521329229576,XRCC5
6383,0.06178118340915679,FILIP1L
4766,0.061766043254701745,DECR2
18221,0.0617600359612598,TRDN
10120,0.06173604931201979,LPCAT2
5925,0.06173316922823703,FAM169B
2806,0.06172745817962064,C9orf93
2459,0.06172276121422999,C3orf42
8204,0.06170307473284611,IFNA13
5096,0.061696230173870784,DOK4
769,0.06169424916811172,AOAH
9988,0.06168397093843277,BCRP3
7055,0.061678064167460765,GLUL
12829,0.061642334380082285,PARP6
3224,0.061637426187179545,CCM2
6194,0.0616332103046549,FBXL15
18378,0.06162558435119165,TSG101
16187,0.06162344644850985,SLC39A6
14617,0.06162056252123316,RBMXL3
14003,0.06161078899501957,PRPF3
7925,0.061580362495536396,HOMER1
1392,0.061576284488901414,BAZ2A
16392,0.0615731730843431,SMU1
183,0.06157030645385455,ACOXL
15603,0.061566180586034816,SEPN1
10890,0.06155304820367942,MLNR
10786,0.0615463447771144,FAM222A-AS1
2690,0.06154355714191361,C7orf71
2030,0.06154124538243116,C17orf86
177,0.06154105932097641,ACOT7
10704,0.06153265981954157,MEN1
224,0.06152712559815577,ACTL8
14320,0.06152470480994423,PYROXD1
5365,0.06152011673734014,EFNB1
10676,0.06151333105871722,MED29
226,0.06151041737618031,ACTN1
7034,0.061495649592233755,GLRA4
11115,0.06149501524720546,MRVI1
955,0.06149169289474909,ARHGEF33
13980,0.06147778541628649,PROCA1
19175,0.06147252012001262,WHSC1
3519,0.06147130380433621,CEACAM5
2372,0.061464050237200286,C2CD4B
8818,0.061447479896398725,KDM5A
3759,0.061447250326824035,CIDEB
8001,0.061445728121824895,HRASLS5
15396,0.06144342216465914,SCAP
1939,0.06143974130122437,C15orf63
13600,0.061421550304265694,POLDIP2
6230,0.06141207029303243,FBXO38
30,0.061406689622223745,AADACL4
1005,0.06140426719674461,ARMC1
2268,0.061399207061214864,C20orf141
16649,0.06139750997207559,SOX8
12763,0.061394823462412595,PAK3
16863,0.061386232571910324,SRPRB
16810,0.061385931026540545,SPRYD4
11978,0.06138409793348381,NR2F2
16391,0.06136914883680173,SMTNL2
15445,0.06136698426554311,SCLT1
19710,0.061363750637260205,ZNF385B
9749,0.06135907631802236,SPAAR
8571,0.06135335484959164,ITGB1
6833,0.06135206373556981,GBA
6588,0.06134849013802811,FOXR2
1277,0.0613478436890277,ATXN7L1
1264,0.06133817724016137,ATR
19170,0.06133023777705043,WFIKKN2
4469,0.06132992561970475,CXorf38
18885,0.06132374965661923,USP9X
6426,0.06132161078408152,FLJ14107
4521,0.06131643872516568,CYP17A1
18447,0.06131187161876324,TTC14
15850,0.06130527224735158,SHPK
5328,0.061304553701033146,EEA1
8695,0.06130383624398963,KCNB2
15274,0.06129393289904401,RWDD4A
554,0.06129046274644746,ALG8
16789,0.06128947276251119,SPR
17500,0.06128339940851622,TEX10
11318,0.06128027210624017,MYL12A
92,0.06127634031194645,ABCG4
7722,0.06126830076460744,HHIP
3387,0.061264313913705605,CDC37
9034,0.0612564897457159,KLC2
6850,0.06125537902252201,GCA
7065,0.061245732351931224,GMDS
7954,0.06123133729607991,HOXB6
12968,0.061229866346375776,PCNX
11202,0.06122852345721029,MTIF2
17560,0.06122147932412121,TGM4
19346,0.06121505647812474,ZBTB17
3514,0.0612066833139214,CEACAM20
18925,0.061203641129719405,VAT1
19684,0.06120242628260899,ZNF337
9104,0.061200353473273,KLK14
10713,0.06119819074018606,MESDC2
7836,0.061196367798585345,HLA-DMB
6900,0.061180429523956206,GEM
4428,0.061179398948341915,CWC15
19493,0.061179383922471575,ZFYVE21
5803,0.0611704946435444,FAM100B
28,0.061169686273785426,AADACL2
19162,0.06116670621623613,WFDC13
2448,0.06116455066108698,C3orf27
9678,0.06116265301580419,LINC00894
1163,0.061157795455413055,ATIC
3877,0.061145780116980665,CLK2P
18639,0.06114434367497065,UBE2F
592,0.061131045751200375,AMAC1
13777,0.06110684991130008,PPP1R14A
5656,0.06109520506187063,ERMAP
4628,0.0610950811356939,DBC1
4114,0.06106142375419809,COX4NB
17502,0.06103090637259414,TEX12
7608,0.061014985509832476,HCFC1
102,0.061014190883183106,ABHD15
6503,0.06100530259791409,FMNL3
20106,0.06100037965194213,ZXDB
3667,0.06099812507052263,CHEK2
9618,0.06099812351476169,MZF1-AS1
12097,0.06098418767438151,NUDT6
2262,0.06097241469235515,C20orf118
1770,0.060964900348944355,C11orf95
8205,0.06095021024634836,IFNA1
12613,0.06094784725825959,ORC1L
2464,0.06092436053140751,C3orf49
18763,0.060915409088421954,ULK2
1665,0.060911156983275344,C10orf108
13123,0.06090894990323356,PEX13
15345,0.06090670115576564,SAMM50
3542,0.06090434920939711,CELF2
